product_id,장점,단점
3069211,"- 맛: 비비고 물만두는 다양한 요리에 잘 어울리며 맛이 좋다는 평가가 많음. 특히 촉촉하고 맛있다는 평가가 다수 있으며, 라면, 떡국, 비빔면 등 다양한 방법으로 조리해도 좋다는 의견이 많음.
     ""비비고 물만두는 물만두는 기본이고 떡만두국에 넣어도 맛있고 튀겨도 맛있어요.""
     ""비비고 물만두 정말로 촉촉하며 맛있어요 빠른배송도 감사하고요 적극 강추합니다.""
     ""아이들 떡만두국이나 라면에 넣어 끓여주면 한입크기여서 편하고 맛있게 먹을 수 있어요.""
   - 편리성: 조리가 간편하고 다양한 방식으로 쉽게 조리할 수 있어 편리하다는 의견. 전자레인지나 에어프라이어로 간편하게 조리 가능하다는 점이 강조됨.
     ""야식으로 제일 좋아요 간단히 물 약간 넣고 전자렌지에 2분가량 돌리면 맛있는 물만두가 되니까요.""
     ""소화력 약한 분들이나 노인 분들 간식으로 추천합니다 조리도 간편하고 부드럽고 야들야들 한 물만두를 유자소스에 찍먹하면 입맛도 포만감도 최곱니다.""
   - 가격: 저렴한 가격 대비 양도 많고 가성비가 좋다는 평가가 많음.
     ""저렴한 가격에 용량도 푸짐하고 넉넉해서 아주 만족합니다.""
     ""가격도 착하고 품질도 좋고 만족해요.""
   - 포장: 포장이 깔끔하고 신선하게 배송된다는 평가가 있음.
     ""배송 포장상태 좋구 품질 좋습니다 만족합니다.""
     ""포장을 정성껏 잘해 주시고 문앞에 잘두고 가셔서 좋아요.""
   - 배송: 빠르고 신속한 배송에 만족한다는 의견이 많음.
     ""배송도 잘 도착했습니다 포장도 만족합니다.""
     ""빠른배송도 감사하고요 적극 강추합니다.""

3.","- 가격: 일부 소비자는 가격이 다소 비싸다고 느낄 수 있음.
     ""상품성 및 용량에 비해 여타 마트 대비 소비자 가격이 비싸 다 소비자 가격조정 바람.""
   - 기타: 주문한 제품과 다른 제품이 배송되는 오류가 발생한 경우가 있었음.
     ""만두를 주문했는데 엉뚱한 돈까스 배달 밖에서 3 4시간후 물건확인 되돌리기 는 어려울것 같고 저희집은 애들이 없어 돈까스는 필요없고 물건만 확인하시고 보내주세요."""
3069292,"- 배송: 빠르고 정확한 배송.
     ""배송도빠르고 품질도 매우 좋아요.""
     ""빠른배송으로 잘 받았습니다.""
     ""배송 빠르고 포장 좋아요 추천 합니다.""
     ""빠른 배송 감사드리고 맛있게 잘 먹을께요.""
     ""배송빠름 금방왔음 굿.""
     ""빠른 배송 감사합니다.""
   
   - 맛: 맛있고 다양한 조리법으로 즐길 수 있음.
     ""맛있어서 늘 구입하는 만두입니다.""
     ""비비고는 항상 실망하지 않는 맛.""
     ""김치만두 왕교자 만두 군만두로 맛있습니다.""
     ""맛있게 잘 먹었네요.""
     ""집에서 만든 것만큼 맛이 좋습니다.""
     ""역시 만두는 비비고.""
     ""비비고 왕교자 만두 맛있습니다.""
     
   - 포장: 꼼꼼한 포장.
     ""포장 꼼꼼하게 되서 잘 받았습니다 만족합니다.""
     ""포장도 깔끔하고 이상 없이 잘 보내주시네요.""
     ""포장 꼼꼼하고 맛있어여.""
   
   - 가격: 가성비 좋음.
     ""비비고는 가격할인하면 구매합니다.""
     ""쿠폰 써서 좋은 가격에 구매했어요 굿.""
     ""가성비 좋고 맛도 좋아요.""
   
   - 편리성: 간편하게 조리 가능.
     ""찜솥에 푹 쪄서 전문점의 만두처럼.""
     ""쪄먹고 튀겨먹고.""

3.","- 가격: 가격이 다소 비싸다는 의견.
     ""재구매 할거예요 근데 비싸요.""
     ""가격이 좀 더 저렴하면 조을거같아요.""
   
   - 기타: 제품 상태에 대한 불만.
     ""다 녹아서 왔어요 괜찮은지 모르겠어요.""
     ""맛있는데 양이 좀 적네요 많이 좀 담아주셨으면 좋겠어요."""
3083288,"- **배송**: 대체로 빠르고 정확한 배송에 만족하는 반응이 많음.
     - ""배송도 빠르고 가격도 착하고 맛도 좋아서 아이들이 좋아해요.""
     - ""배송도 빠르고 포장상태도 꼼꼼하며 유통기한도 넉넉하니 좋네요.""
   - **맛**: 감자만두의 쫄깃한 식감과 풍부한 속이 맛있다는 평이 많음.
     - ""만두피가 쫄깃쫄깃 너무 맛있는 감자만두.""
     - ""감자만두는 항상 즐겨먹고 있어요 단단하고 다부진 느낌 무난한 맛입니다.""
   - **포장**: 꼼꼼한 포장과 실용적인 아이스팩 사용에 긍정적 평가.
     - ""포장도 아이스박스에 담아서 깔끔하게 배송받았습니다.""
     - ""아이스팩 대신 마실 수 있는 생수를 얼려서 보내 주시네요 완전 실용적이네요.""
   - **가격**: 가격 대비 가성비가 좋다는 의견이 많음.
     - ""가격이 천차만별이네요 쿠폰적용해서 싸게 구매했어요.""
     - ""가격대비를 찾기 안성맞춤이었어요.""
   - **편리성**: 보관과 조리가 간편하다는 점에서 호평.
     - ""지퍼팩으로 되어있어서 간편하고 좋아요.""
     - ""전자레인지에 쪄면 겉은 쫄깃하고 맛있습니다.""

3.","- **배송**: 일부 배송 문제에 대한 불만.
     - ""여름이 왔는데 냉동 감자만두가 다 녹아서 왔습니다.""
   - **맛**: 일부 고객은 맛에 대한 기대와 다른 점을 지적.
     - ""감자만두 좋아해서 샀는데 쫀득거림과 투명함 없습니다.""
     - ""식었을때 먹으면 저로서는 짠맛이 느껴지네요.""
   - **포장**: 포장 상태에 대한 일부 불만.
     - ""포장 상태 부실 녹을 것을 대비해 추가로 아이스팩 3개를 더 넣어 주십시오.""
   - **가격**: 가격 상승에 대한 아쉬움.
     - ""가격이 많이 올랐네요 그래서 2개 샀어요.""
   - **편리성**: 일부 사용자들은 포장과 보관의 불편함을 언급.
     - ""지퍼팩 아니라 먹고 남은 것 보관하기가 좀 불편했어요."""
3083470,"- 배송: 
     - 빠르고 정확한 배송. 
     - ""빠른 배송 좋네요"", ""배송도 빠르고 맛있어요"", ""빠르고 정확한 배송이라 마음에 듭니다"".
   - 맛:
     - 맛있고 다양한 조리 방법으로 즐길 수 있음.
     - ""맛있는 김치 왕만두"", ""개성김치왕만두 큼직하니 쪄 먹거나 구워 먹어도 맛있고 만두국으로 끓여 먹어도 정말 맛있어요"", ""김치만두가 맛있어요"".
   - 포장:
     - 포장이 잘 되어있고, 제품이 녹지 않고 잘 도착함.
     - ""포장좋고 내용물 잘 얼어있는 고기와 김치만두"", ""포장 상태도 너무 좋았습니다"".
   - 가격:
     - 저렴하게 구매할 수 있는 기회가 있음.
     - ""저렴하게 잘 구매했습니다"", ""쿠폰사용해서 저렴하게 잘 산것같아요"".
   - 편리성:
     - 대용량으로 구매하여 활용도가 높음.
     - ""대용량이라 넉넉해서 쟁여둡니다"", ""양도 많고 느끼하지 않고 맛있네요"".

3.","- 가격:
     - 최근 가격 상승에 대한 불만.
     - ""가격이 엄청 올랐네요"", ""가격이 많이 올랐네요"".
   - 배송:
     - 배송이 늦거나 문제가 있는 경우.
     - ""배송이 너무 느려요"", ""보내지도 않고 보냈다고 거짓말하고 배송이 정말 엉망이네요"".
   - 맛:
     - 일부 제품에서의 맛 변화나 냄새 문제.
     - ""포장지만 바뀐 줄 알았는데 맛도 예전같이 않아요"", ""이번건 좀 돼지 누린내가 나네요"".
   - 포장:
     - 포장 상태에 대한 아쉬움.
     - ""아이스팩이 두개인데 상품 위아래에 각각 넣어주셨으면 덜 녹았을텐데 아쉬웠어요""."
3083564,"- 배송: 대체로 빠르고 정확한 배송. ""배송은 빠르고요 가격은 적당하고 맛도 좋아요"", ""배송 빠르고 좋아요"", ""배송도 빠르고 맛있어요"".
   - 맛: 맛있고 다양한 조리 방법으로 즐길 수 있음. ""항상 맛있게 먹고있어요 만두중에 젤 맛있어요"", ""개성 왕만두 너무 맛있어서 몇 년째 계속 구매하고 있습니다"", ""만두국으로도 먹고 라면에도 넣어 먹고 위생봉투에 6개 넣고 물 조금 넣고 700 전자렌지에 6분30초 돌려주면 찐만두마냥 촉촉하니 맛있어요"".
   - 포장: 안전하게 잘 포장되어 배송됨. ""개성 왕만두 잘 냉동 포장되어 도착했어요 가성비 좋습니다"", ""아이스팩 대신 얼린 먹는물이 들어 있었어요 감동입니다"".
   - 가격: 가성비가 좋고, 쿠폰 사용 시 더 저렴하게 구매 가능. ""저렴하게 구입 했고요속이 꽉 찼어요"", ""쿠폰으로 마트보다 훨씬 저렴하게 구입해서 좋네요"".
   - 편리성: 다양한 방식으로 간편하게 조리 가능. ""에이프라이에 넣고 25분 바싹 바삭 기름기 빠지고 최고"", ""떡만둣국 끓일때는 개성왕만두로 끓이는데 만두가 퍼지지 않고 속도 알차서 정말 맛있어요"".

3.","- 배송: 일부 배송 지연과 관련된 불만. ""너무 늦게 도착했어요 토요일에는 도착할줄알고 구매했다가 딸 친구들하고 떡만두국 먹으려다 못먹었어요 배송이 너무 느려요"".
   - 맛: 특정 제품의 맛에 대한 개인적 취향 차이. ""옛날 개성 왕만두 맛이 안나네요 재구매는 안할듯"".
   - 포장: 포장 크기로 인해 냉동실 공간 차지에 대한 불편함. ""포장용기가 너무커서 냉동실 자리가 너무 차지하는군요"".
   - 가격: 가격 상승에 대한 아쉬움. ""가격이 너무 올랐네요"", ""가격이 많이 올랐네요 이제 자주 못 먹을듯"".
   - 편리성: 만두 크기와 피 두께에 대한 불만. ""전보다 만두 크기가 작아지고 피는 더 두꺼워진 느낌이 드네요""."
3099303,"- 배송: 배송이 빠르고 정확함.
     ""빠른 배송 감사합니다 아이들이 많이 좋아하여 계속 시켜 먹고 있습니다.""
     ""배송도 빠르고 물건도 좋아요.""
     ""홈플당일배송 빠르고 편하구조으네요.""
   - 맛: 맛있고 간편하게 먹을 수 있음. 아이들이 좋아함.
     ""팝콘치킨 맛있어요.""
     ""아이가 좋아해서 구입했어요.""
     ""맛있다며 아이들이 잘먹어요.""
   - 편리성: 간편하게 조리 가능하고, 간식 및 반찬으로 적합함.
     ""아기들이 간편하게 먹을 수 있어서 좋아요.""
     ""에어프라이어에 구워 간편하게 먹을 수 있어요.""
     ""반찬으로 간식으로 넘 좋아요.""
3.","- 가격: 가격이 다소 비싼 편이라는 의견.
     ""가격은 하림제품이 다 비싼편입니다.""
     ""맛 좋은데 양 대비 비싸요.""
     ""맛은 괘안은데 가격이 비싸 너무 비싸.""
   - 맛: 일부는 매운 맛이 부담스럽다는 의견.
     ""약간 매콤한 맛이 있긴한데요 맛있어요.""
     ""후추향때문인지아기는 안먹네용."""
3099311,"- 맛: 대체로 맛있고 다양한 용도로 활용 가능함. 아이들 간식, 반찬, 술안주 등으로 적합하며, 하림 제품에 대한 신뢰도가 높음.
     ""팝콘치킨 애들이 너무 잘 먹어요.""
     ""우리 아이가 젤 좋아하는 간식겸 반찬.""
     ""하림 제품은 믿고 사먹는 편입니다.""
   - 배송: 빠르고 정확한 배송으로 만족도가 높음.
     ""배송도 빠르고 맛도 좋아요.""
     ""빠른 배송 감사합니다.""
   - 가격: 마트보다 저렴하게 구매할 수 있어 만족도가 높음.
     ""마트보다 저렴하게 구매해서 너무 좋으네요.""
     ""가격이 저렴해서 좋습니다.""
   - 포장: 깔끔하게 포장되어 배송되며, 아이스팩 등이 동봉되어 냉동 상태 유지가 잘 됨.
     ""포장도 깔끔하게 해주시고 배송도 빠르고.""
     ""아이스팩도 꽁꽁 얼어서 왔네요.""
   - 편리성: 에어프라이어나 후라이팬을 이용해 간편하게 조리 가능.
     ""에어프라이어에 넣고 요리해보니 더 담백하고 속까지 잘 익고 맛있답니다.""
     ""후라이팬에 기름 많이 두르지 않고도 살짝 두르고 노릇노릇 구워 먹으면 맛나요.""

3.","- 가격: 일부 소비자들이 가격이 조금 더 저렴했으면 좋겠다는 의견.
     ""가격이 좀만 더 저렴했음 좋겠네요.""
   - 맛: 일부 소비자들이 예전 맛과 비교해 아쉬움을 표현하거나 약간 짜다고 느끼는 경우 있음.
     ""팝콘치킨 처음 나왔을 때의 맛이 나지 않는 것 같아 좀 아쉬워요.""
     ""팝콘치킨은 그냥 먹긴 쫌 짜요.""
   - 유통기한: 유통기한이 짧은 경우가 있어 아쉬움을 나타내는 소비자도 존재.
     ""다만 유통기한이 얼마 안 남았네요.""
   - 배송 상태: 드라이아이스가 녹아 배송된 경우가 있어 불만을 제기하는 소비자도 있음.
     ""냉동식품이라 그런지 너무너무 많이 녹아서 왔네요."""
3099482,"- 맛: 하림 치킨너겟은 부드럽고 맛있으며, 닭고기 함량이 높아 질리지 않고 계속 먹을 수 있다는 긍정적인 평가가 많습니다. ""부드러운 닭고기를 사용해 가족들 모두 좋아하는 간식겸 밥 반찬으로 잘 맛있게 먹고 있어요""와 같은 리뷰들이 이를 뒷받침합니다.
   - 가격: 전반적으로 가격이 저렴하다는 평가가 많습니다. ""가격대비 품질만족합니다""와 ""저렴하게 잘 구매했습니다"" 등의 리뷰가 이를 잘 나타냅니다.
   - 배송: 빠르고 정확한 배송에 대한 긍정적인 평가가 많습니다. ""배송도 빠르고 유통기간도 넉넉하고""와 같은 리뷰들이 이를 강조합니다.
   - 편리성: 에어프라이어나 후라이팬으로 간편하게 조리할 수 있다는 점이 자주 언급됩니다. ""에어프라이어로 180도에서 10분정도 조리해서""와 같은 리뷰들에서 확인할 수 있습니다.
   - 포장: 대체로 포장이 잘 되어 있다는 긍정적인 의견이 많습니다. ""포장이 깔끔하게 잘 되어 왔어요"" 같은 리뷰들이 이를 뒷받침합니다.

3.","- 배송: 일부 경우 포장 불량으로 인해 제품이 해동된 상태로 도착했다는 불만이 있습니다. ""상품 포장상태가 불량인지 배송이 문제인지 냉동식퓸을 저 상태로 배송한다니""라는 리뷰가 이를 예시합니다.
   - 맛: 일부 소비자는 맛이 예전과 다르거나 만족스럽지 않다고 느끼는 경우가 있습니다. ""하림 브랜드 참 좋아햇 데 점점 초심을 잃는 듯해요""라는 리뷰가 이를 나타냅니다.
   - 포장: 드물게 포장에 오염이 있다는 불만이 있습니다. ""상품 포장에 오염이 좀 있어서 아쉬웠어요""라는 리뷰가 이를 보여줍니다. 

이러한 분석을 통해 하림 치킨너겟은 전반적으로 맛과 가격, 배송, 편리성에서 긍정적인 평가를 받고 있으나, 일부 포장 및 맛에 대한 불만이 있다는 점을 알 수 있습니다."
3100197,"- 맛: 치즈스틱이 고소하고 부드러우며 적당히 짭짤해서 맛있다고 평가받음. 특히 아이들이 좋아하고 간식으로 적합하다는 의견이 많음. 에어프라이어나 튀김으로 조리할 때 바삭하고 맛있다는 언급이 있음.
   - 배송: 대부분의 리뷰에서 빠르고 정확한 배송에 대한 긍정적인 평가가 많음.
   - 가격: 가격 대비 가성비가 좋다는 평가가 많음. 저렴한 가격에 만족하는 소비자들이 많음.
   - 편리성: 간편하게 조리할 수 있어 좋다는 의견이 많음. 특히 에어프라이어를 이용한 조리가 편리하고 좋다고 언급됨.
   - 포장: 꼼꼼하고 안전하게 포장되어 배송된다는 긍정적인 평가가 있음.

3.","- 맛: 일부 리뷰에서는 제품의 맛에 대한 기대에 미치지 못해 실망했다는 의견이 존재함. 
   - 편리성: 에어프라이어 조리 시 치즈가 흘러내리는 경우가 있어 튀김 조리가 더 낫다는 의견이 있음.
   - 기타: 날씨가 더운 날에는 제품이 녹을까 걱정된다는 우려가 있음."
3101075,"- 배송: 빠르고 정확한 배송. 제품이 잘 포장되어 도착하며 배송 시간도 빠름.
     ""배송도 빠르고 만족합니다.""
     ""빠르게 잘 받았습니다 날 더운데 꽁꽁 잘 왔습니다.""
   - 맛: 맛있고 다양한 요리에 활용 가능하며, 아이들이 좋아하는 맛. 부드럽고 촉촉한 식감.
     ""맛있어서 하림 텐더스틱만 먹어요.""
     ""텐더스틱 여기저기 많이 먹어 봤는데 하림께 제일 맛있어요.""
   - 가격: 저렴하고 가성비가 좋으며 할인 혜택이 많음.
     ""가격 저렴하고 배송 빠르네요.""
     ""좋은 가격에 구매했어요.""
   - 편리성: 에어프라이어나 후라이팬으로 간편하게 조리 가능.
     ""에어프라이어에 구워서 간식으로 밥 반찬으로 잘 먹어요.""
     ""에어프라이어에서 넘 편하게 조리할수 있어서 좋았습니다.""

3.","- 포장: 일부 제품은 배송 중에 녹아서 도착하거나 포장 상태가 좋지 않은 경우가 있음.
     ""도착하자마자 개봉했는데 얼음팩은 반 녹은채였지만 식품은 완전 해동되어 도착했어요.""
     ""다른 배송을 이용하다가 지마켓 냉동식품을 주문했는데 완전 실망입니다.""
   - 맛: 일부 소비자는 맛이 짜다고 느끼거나 기름기가 많다고 언급.
     ""맛있어요 전에 잘 모르는 브랜드의 텐더스틱을 저렴하게 세일하길래 구매했었는데 너무 짜서 조금씩 먹었었던 적이 있었어서.""
     ""에어프라이어에 조리시 기름이 많아 시간을 나눠서 뒤집으면서 하더라고 기름이 너무 많이 나오네요.""
   - 가격: 일부 소비자는 가격이 비싸다고 느끼거나 가격이 올라 아쉬워하는 경우가 있음.
     ""가격이 비싸지만 또띠아 먹어야해서 그냥 사서 먹어.""
     ""가격이 좀 내려가면 다시 구입할게요."""
3101548,"- 배송: 빠르고 정확한 배송. 포장 상태가 좋고 안전하게 도착함.
     ""빠르게 잘 도착했어요.""
     ""배송 빠르게 잘 도착했어요.""
     ""배송빠르고 파손없이 잘 도착했습니다.""
     ""포장도 꼼꼼하게 상태도 좋고 잘 먹겠습니다.""
   - 맛: 맛있고 다양한 조리 방식이 가능함. 특히 에어프라이어로 간편하게 조리할 수 있음.
     ""맛은 굳이 표현 않해도 최고예요.""
     ""냉동 치킨 중에 제일 맛있는 거 같아요.""
     ""에어프라이어에 돌려서 먹었는데 맛있게 잘 조리되었어요.""
     ""맥주라 먹으면 통닭 안시켜 먹어도 되요 아니 시켜 먹는것 보다 더 맛있어요.""
   - 포장: 깔끔하고 안전하게 포장됨. 아이스팩 사용으로 냉동 상태 유지.
     ""배송빠르고 아이스박스 안전배송 굿이요.""
     ""포장 깔끔하고 배송 기사님도 친절하시니 만족스런 구매였네요.""
     ""드라이아이스로 포장 꼼꼼하게 보내주셔서 제품 상태가 최고예요.""
   - 가격: 저렴하고 가성비 좋음. 타 사이트보다 가격 경쟁력이 있음.
     ""가격도 다른곳보다 저렴하고 상품도 만족스럽습니다.""
     ""가성비좋은제품입니다.""
     ""계속쓰던 제품 다른사이트보다 개당 2 3천원 쌉니다.""
   - 편리성: 간편식으로 매우 좋음. 다양한 요리에 활용 가능.
     ""가성비 최고 에어프라이어 돌리기만 하면 되니 필요할 때 금방금 넘 좋아요.""
     ""종종 구매하는 제품입니다 에어프라이어로 조리하면 간편하면서도 맛있게 먹을 수 있어 좋아요.""

3.","- 맛: 일부 리뷰에서 간이 짜다고 느끼는 경우가 있음.
     ""닭다리살이라 부드러워요 좀 짜긴 하네요.""
     ""유통기한도 넉넉하고 안전하게 잘 배송 받았어요 치킨에 염지가 너무 많이 되어 있는 치킨이네요 치킨이 너무 짜네요.""
   - 가격: 가격 인상에 대한 아쉬움.
     ""직영이라 가격이 좋아 많이 구매했는데 인상폭이 너무 크군요 가격 메리트가 사라졌네요.""
     ""가격이 아쉽게 많이 올랐네요 맛은 조금 짭니다.""
   - 제품 크기: 제품 크기가 일정하지 않다는 지적.
     ""점점 크기가 들쑥날쑥해지네요 균일하면 좋을텐데 그래도 잘 쓰고 있습니다."""
3102463,"- **배송**: 배송이 빠르고 안전하게 도착함.
     - ""배송도 빠르고 가격도 저렴하네요 맛있습니다.""
     - ""배송도 빠르고 포장도 정말 깔끔합니다.""
   - **맛**: 맛있고 특히 아이들이 잘 먹음. 소스가 달달하여 아이들에게 인기.
     - ""씹는 맛도 있고 맛있어요 전 고메보다 이게 낫네요 짠맛도 덜하고.""
     - ""아이들이 좋아해 제 구매해서 자주 먹고있어요.""
   - **포장**: 포장이 깔끔하고 안전하게 도착함.
     - ""포장상태는 굳입니다.""
     - ""포장 벗기는게 불편함 그거 빼곤 다 좋아용.""
   - **가격**: 가격이 저렴하고 가성비가 좋음.
     - ""가격도 저렴하고 배송도 빨라요.""
     - ""가격이 조금 비싸지만 맛있어요.""
   - **편리성**: 전자레인지로 간편하게 조리 가능하고 간단히 먹기 좋음.
     - ""데우기만 하면 되고 맛도 괜찮아요.""
     - ""조리하기 간편하고 맛있어요.""
3.","- **맛**: 소스가 너무 달거나 짜다고 느끼는 경우가 있음.
     - ""넘 짜고 달아요 애들 먹이기 껴려지네요 담엔 안 살려구요.""
     - ""단맛이 쎄기는 함.""
   - **포장**: 포장이 불편하거나 비닐 포장이 번거롭다고 느끼는 경우가 있음.
     - ""포장 뜯기가 무지 힘듦.""
     - ""비닐에 포장되었을때 끓는물에 끓였는데 포장용기 바뀌니 렌지에 돌려야 되서 전 별로네요.""
   - **가격**: 가격이 비싸다고 느끼는 경우가 있음.
     - ""용량대비 가격이 센 편이지만 맛있을거라 기대합니다.""
   - **배송**: 냉동식품이 녹아서 온 경우가 있음.
     - ""냉동식품 인데 녹아서 왔네요 소스가 조금 달지만 맛은 괜찮아요 겨울인데도 녹아서 오니깐 배송이 별로네요."""
